name,id,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,csh_dis,final,payment_due,birth_date,phash
Le Thi Thu,BFT289602,3,2,0,103.12,780,69.43,1,3,0.37,0.23,14801,100000000,-489889.66,99569790,29/3/25,15/11/81,9f737a9bb296273ec67a69c2fd1b370a
Dang Van Lanh,BFT912914,1,1,1,162.84,681,49.91,1,1,0.56,0.29,12566,80000000,-1378600,78621400,2/11/24,4/3/82,7ee7a9b12ae0ae43678a4f6d70a6df48
Pham Thi Lan,BFT625619,4,2,0,254.97,568,110.06,1,2,0.95,0.25,9905,65000000,1810823,66719843,16/12/24,28/7/90,d93c90e3f3fda58fc1e48aa3eae519ff
Bui Van Khanh,BFT758724,5,3,1,166.56,564,80.71,1,0,0.82,0.24,7556,45000000,966148.0192,46109935,17/2/25,30/5/00,2ca178225713548137fed0d4f412994b
Do Van Uyen,BFT569323,,1,1,115.57,1149,33.35,4,1,0.49,0.56,8511,250000000,15975908,266522813,9/3/25,23/6/94,4950b06697ad2467808dd2e1c1b8f339
Duong Van Khanh,BFT710999,3,1,0,125.07,428,70.69,0,2,0.4,0.19,14136,87000000,-5382927.027,82028054,21/11/24,10/8/84,629d6872b42f31f5162e3d333379437b
Dinh Thi Khue,BFT833633,2,3,0,127.49,319,109.23,1,0,0.34,0.14,11612,65000000,-1871565,63128436,6/4/25,23/12/81,5624d90887183172b045d1bf17b995fa
Pham Van Tuan,BFT899396,3,2,0,242.65,422,95.96,0,0,0.4,0.18,10954,80000000,-3576217.92,76305560,21/7/24,22/2/83,74e1c243ea771b4ae825979c94d9e629
Pham Thi Phuong,BFT238116,3,2,2,173.69,486,84.21,0,2,0.43,0.21,6577,92000000,827450.3607,92761589,5/9/24,21/5/87,e48027a09e34eebdaabf107b8e6d7b65
Vu Van Sang,BFT266602,3,1,1,80.9,434,51.05,,1,0.4,0.19,8987,75000000,-4324994.63,70722600,17/11/24,21/7/83,06e723c839b6c7fb2722a41ee793159f
Le Van Nghi,BFT790066,5,2,0,215.87,688,105.76,1,0,0.56,0.29,17258,56000000,1003112,56941536,27/1/25,8/7/93,3c3f34ff16b52b2f7482a56931336c7c
Le Van Khoi,BFT900948,4,1,0,123.35,801,96.39,2,1,0.65,0.34,14037,80000000,2188162.341,82186288,5/3/25,11/8/87,97401c6effe0f4d62218635706fe53ba
Dinh Van Di,BFT480954,1,4,0,190.55,725,102.87,2,1,0.59,0.31,7085,65000000,2627777,67477866,10/8/24,21/5/00,4888df8950d66ccb7ec00ca60757cca6
Bui Thi Han,BFT213050,4,2,1,5.68,285,91.95,0,2,0.36,0.12,10611,65000000,-1765005.782,63168131,14/12/24,22/7/89,17110337596e6fe640db1df03ffed917
Pham Thi An,BFT474536,2,4,0,16.41,658,93.57,1,1,0.55,0.28,8902,80000000,827664.9772,80768546,25/2/25,18/10/83,de4eb2bc727036287f661abeb394085b
Dang Thi Huyen,BFT411733,2,2,1,142.74,311,146.89,1,1,0.6,0.13,2836,65000000,754128.1569,65764763,11/12/24,16/6/82,0a9504b8888e006b2cf8995ca6a97f45
Vu Thi Ngoc,BFT196488,2,3,0,146.09,838,97.92,2,1,0.66,0.36,8543,75000000,2789994.691,78070718,28/7/24,20/2/88,b25535b47d921168bc9d6be35c1f8b61
Pham Van Tien,BFT824388,0,2,1,86.54,591,139.53,1,0,0.5,0.25,9159,45000000,835487.5502,45812257,30/1/25,17/12/84,00d5c6182de00aa8ae454a3025f2b849
Hoang Van Thai,BFT840823,1,1,1,40.03,599,77.17,1,2,0.51,0.26,9712,56000000,-560760.6179,55453423,1/5/25,7/5/86,10fad791c646ce7d4ba6b31185ec7da5
Dang Thi Thu,BFT169210,3,3,1,96.73,623,85.58,1,0,0.52,0.27,11011,75000000,1210432.253,76210448,18/12/24,12/12/99,72d996c95065007fa7d9ea45f4434a3f
Tran Van Thang,BFT459299,2,1,0,190.32,486,70.35,0,0,0.43,0.21,12218,56000000,-3987247,52144607,6/1/25,18/7/91,a0024058f36e22375b1211374a6c3f25
Le Van Nguyen,BFT387195,9,3,,141.48,334,122.66,0,1,0.3,0.15,11929,100000000,-229563.681,99766490,4/1/25,24/4/87,438fa9258d69503d53d7c6f0e78af7d2
Tran Thi Loan,BFT609215,3,4,0,199.97,561,50.08,1,0,0.48,0.24,11749,65000000,-1337103,63693214,30/4/25,24/2/85,1d3516e356eb215d92f5f0ebf1877ca0
Ngo Thi Huyen,BFT511817,4,3,1,149.75,794,106.36,2,1,0.64,0.34,11712,65000000,4415807.093,69920585,26/12/24,6/2/92,a168373ead2ac46fd557b3c9fb193118
Dang Van Hung,BFT454467,2,1,1,67.63,793,59.76,2,1,0.64,0.33,8988,45000000,580906.3392,45648100,10/5/25,4/2/85,4dd678975f73165fa881541c4fef1564
Hoang Van Hung,BFT213071,2,2,0,100,305,81.42,0,2,0.6,0.13,5954,56000000,-3328378,52622993,21/1/25,19/10/81,ba8dc72bcb761667315c09269e9f58b0
Bui Van Tien,BFT563134,3,3,0,141.13,1023,83,3,1,0.78,0.45,11624,87000000,6705040.602,93668287,13/9/24,23/10/87,f3394a712af8807250045cdcf54dccab
Hoang Thi Nhung,BFT198404,0,2,0,14.55,762,99.51,2,0,0.62,0.32,13189,87000000,716468,87741685,31/7/24,19/6/91,8326d66f63d81722f2999d2ef3392a2c
Dang Van Cu,BFT976561,4,2,1,167.11,721,87.94,2,2,0.59,0.31,10969,300000000,14834145.45,315994149,30/6/24,16/5/85,22c3d8b778f7c29eaeb95e13818d6097
Hoang Thi Lan,BFT506441,2,3,1,80,493,65.4,1,1,0.44,0.21,10905,56000000,-578985,55452393,15/8/24,25/6/88,aaf40b00cac6011d10b8f3578cdaa119
Pham Thi Kim,BFT543099,4,3,0,47.74,444,79.31,3,0,0.41,0.19,11298,80000000,445589.0859,80448026,16/4/25,26/12/93,2734b9b82e3a74377b98ecaafd9e055c
Ngo Van Phuc,BFT277601,5,4,1,137.13,598,75.29,1,0,0.5,0.26,10624,75000000,1828033.577,77023020,18/6/24,8/4/88,8c5e3d7491bfb8f671160254bc4fe472
Truong Thi Kieu,BFT470530,1,2,0,74.92,676,87.71,1,3,0.56,0.29,4458,80000000,-446227,79526248,23/11/24,19/6/86,c5174f29208dd5ec866a1998e881628a
Vu Thi Bich,BFT480690,3,2,0,153.52,659,80.33,1,1,0.55,0.28,6510,92000000,-1231492.898,90783926,23/12/24,9/1/87,224132fb069279250c6fa451b569e8e8
Dinh Thi Giang,BFT344985,1,3,0,135.81,555,78.68,1,0,0.48,0.24,11413,250000000,-6054301,243742325,19/9/24,26/2/86,48b2b58956edc5634f40e2656098c1a9
Nguyen Thi Bich,BFT345892,4,3,1,128.95,536,88.11,2,0,0.63,0.33,14232,250000000,11465257.02,261651355,7/4/25,6/6/82,c853ee70a71097e280a630c5ecedfb63
Bui Van Huan,BFT724459,3,1,1,135.26,674,116.18,1,1,0.55,0.29,12114,100000000,2520744,102619771,15/1/25,3/8/88,84a1a4e585b64f66e67ed82e4e41b829
Dinh Van Vien,BFT283478,3,2,0,47.39,786,78.31,1,0,0.47,0.24,7299,50000000,-1116587,48837010,20/5/25,14/10/84,b6daac5d9bac786c6cfbc4ddb801cdd3
Le Van Tinh,BFT991601,5,1,2,30.35,444,70.76,0,1,0.41,0.19,5395,87000000,-1589581.167,85402724,30/5/25,18/7/85,0e8e89f6e2bbb26d32c4bebb618a3029
Ngo Van Lap,BFT243551,4,1,1,88.58,806,55.27,2,1,0.65,0.35,9988,45000000,1048943.61,46083060,3/7/24,8/8/82,bde571db88ca766ff5ff7d4294bed0e7
Do Thi Tam,BFT865407,4,4,1,156.61,601,111.3,1,1,0.51,0.26,11305,80000000,4129290,84129290,9/5/25,5/10/84,1e790df9cfdf0cd540d6458dfb87c56c
Duong Van Long,BFT474870,4,1,0,18.6,756,95.97,2,1,0.61,0.32,10423,45000000,738653.5394,45693311,2/12/24,13/2/83,d55420937e54be7d192521b6275429e3
Dang Van Vuong,BFT166275,3,2,1,52,446,84.5,3,1,0.41,0.19,9598,250000000,6122562.029,255700643,5/8/24,21/5/86,62d5ea05026503ae2fbd6925957ac586
Dang Van Sinh,BFT257608,3,4,1,116.56,697,101.14,2,1,0.57,0.29,10857,75000000,4557786.016,79964987,12/1/25,5/2/91,1a740d804bc4a9776b80b88c678446c4
Truong Van Thieu,BFT230200,2,1,0,145.81,779,51.29,1,0,0.37,0.23,10316,80000000,-3973666.022,75845184,9/2/25,27/12/82,15905af2abd2bfbe9ece27230818d140
Dinh Van Hiep,BFT901185,4,1,0,116.45,295,69.05,0,2,0.6,0.13,10484,65000000,-4340326.809,60916518,4/4/25,22/5/82,e218073d0a4c219771df340d5a472ecb
Nguyen Van Thanh,BFT265997,5,3,1,125.65,530,89.65,2,1,0.62,0.32,4363,50000000,2452651,52369940,30/7/24,8/4/90,6c49922c3c884111b11130bc68533078
Ngo Thi Oanh,BFT209031,3,1,1,95.52,343,91.33,0,2,0.36,0.15,17365,300000000,-8639910,291360090,22/2/25,8/7/80,705f78c13b777e9f1deab69cca3680ba
Vu Thi Giao,BFT552200,1,2,0,267.62,630,106.24,1,0,0.52,0.27,8585,87000000,-1006086.065,86024982,20/2/25,23/2/80,ab8f43910b43bfb16838aa210e32cff9
Le Van Phuc,BFT156147,4,3,0,172.25,473,132.5,0,1,0.42,0.21,9400,87000000,-172352,86818309,26/2/25,19/1/88,5a643f58e8ac5e82becf13081f251a30
Duong Van Son,BFT303007,2,2,0,150.18,884,70.16,3,1,0.69,0.38,11504,92000000,3554866.616,95596332,21/5/25,19/2/87,ae15b4d5d8f00de43d7101d3df5a81ab
Tran Van Luat,BFT928484,2,2,1,127.16,524,64.94,1,0,0.46,0.23,12017,75000000,-1488684.361,73605855,31/10/24,16/7/80,3727f3d5445d8213f4c8ff69f4f8241a
Vu Van Linh,BFT172560,3,3,1,77.91,480,44.3,0,1,0.43,0.21,6979,80000000,-2831058.261,77074272,27/12/24,5/12/86,9050c4209b0a85b2f85c0ed7da3779c2
Truong Van Quy,BFT818072,3,3,1,146.09,555,66.95,1,0,0.48,0.24,6177,75000000,-334190.6304,74652098,19/12/24,16/5/83,dad986f69f4bb0a440eb1057c1c06092
Le Thi Kieu,BFT642792,3,2,1,25,747,79.2,2,2,0.6,0.32,8491,56000000,2355886.323,58222115,2/7/24,26/10/93,7d3028dd6ea92345604171c7af08ef33
Vu Van Thu,BFT554940,2,2,0,238.1,998,66.46,3,1,0.77,0.42,8832,250000000,13526428.15,262213198,13/3/25,24/1/02,4e4c6ec944bec6d176a2ddbdc84eb82b
Do Van Phat,BFT363866,3,2,1,36.94,646,77.19,1,1,0.54,0.28,8645,56000000,337669.4144,56344378,9/7/24,2/3/84,6a4a385869e4ea2721865a94b1bb72d3
Vu Thi Tu,BFT946836,2,0,0,229.3,501,107.45,1,1,0.45,0.22,6893,80000000,-3002091.286,77054752,17/1/25,24/5/96,a78d6b56cf5e102418aa87c95b02f1c1
Le Thi Hong,BFT460873,3,2,0,180.88,301,101.63,0,3,0.6,0.13,11396,250000000,-7038725,242961275,15/7/24,26/4/83,85cc6e2dcd96a6ef77d5f39391e255d4
Truong Thi Tinh,BFT865665,3,1,1,19.23,652,94.63,1,1,0.54,0.28,13153,80000000,723952.34,80744424,3/11/24,25/7/83,61b43bace2e1e1c2d1455c116fc91a55
Dinh Van Quang,BFT724320,3,1,0,41.84,646,89.8,1,1,0.54,0.28,12900,250000000,-4413560,245786175,26/6/24,30/11/85,25b6f13699325405f41f18b3dd23aebc
Pham Thi Chuc,BFT546479,4,3,1,136.52,720,64.77,2,1,0.59,0.31,9942,56000000,2338112.596,58370350,10/3/25,30/11/81,ff583c0c6753d0ef795eaf9a17e23e33
Ngo Van Khanh,BFT340956,3,2,0,145.69,570,74.16,1,0,1,0.25,10845,65000000,-716764,64244557,29/9/24,16/7/84,05d45a1bb9788c329a10221caa3a65b8
Ngo Van Phat,BFT352598,3,1,1,266.5,428,59.67,0,0,0.4,0.19,14643,56000000,-2869106.927,53288435,5/1/25,24/9/90,4916a121aeced4fd71cfa35f186f007a
Do Thi Yen,BFT888601,2,2,1,237.34,533,72.04,2,0,0.63,0.33,6932,87000000,1381402.965,88330575,20/1/25,10/8/81,a923b7081eabfcab1a2d98789d323631
Le Thi Duyen,BFT679970,1,2,0,41.03,266,97.65,0,0,0.36,0.11,13316,92000000,-7131694.325,85375650,1/1/25,13/11/86,3bb0ee0451ab589d71ec64f318e2b47a
Duong Van Thai,BFT214218,3,1,0,67.2,613,105.22,0,1,0.52,0.26,8987,56000000,-1926241.465,54229790,12/8/24,5/10/96,601ddf31374e975bc9d25d8d139c8f7e
Hoang Thi Hoa,BFT677349,3,2,0,138.37,672,95.24,1,1,0.55,0.29,7678,75000000,-208021.821,74799555,24/5/25,18/8/83,42c70f0993aa844246b4b6114d98997b
Nguyen Thi Trang,BFT788750,3,2,0,63.77,401,100.62,0,1,0.39,0.18,7241,65000000,-3051831.966,61946801,11/1/25,18/11/88,d972fe2e03a6282484ef29ca4ac7e048
Pham Thi Hoa,BFT695203,2,2,1,182.49,556,91.17,1,0,0.48,0.24,9252,75000000,-113029.9833,74879220,11/3/25,12/5/87,f049b59e0ec6504d62a6fda4511f2cee
Pham Thi Lien,BFT622898,3,2,0,226.5,415,120.15,0,0,0.4,0.18,15659,65000000,-1791865,63113629,23/9/24,6/7/88,7e50c9d27c1fd5e71fdef5e96edb108e
Do Van Quang,BFT651014,3,3,2,124.33,765,83.27,2,1,0.62,0.32,11580,87000000,6492389.836,93749616,3/3/25,22/6/86,7242b59fb7c07e1fe1ad9760c6cedf89
Dinh Van Vinh,BFT398750,0,3,1,28.78,657,82.78,1,2,0.54,0.28,12542,92000000,1798630,93701798,22/9/24,4/4/86,df2d7c1c288bec2d56d5b873a08d938a
Bui Thi Nu,BFT720218,2,2,3,236.41,644,61.52,1,1,0.54,0.28,8386,80000000,3976491.165,83681210,22/8/24,16/6/82,4b2c2db7252fa6f9232ec4051761bde9
Dang Van Long,BFT142650,3,3,0,20.93,640,66.14,1,1,0.53,0.27,10815,250000000,-3129421,246746625,8/3/25,20/8/00,e1e2dc3280015ebda88e6ed491997fd7
Bui Van Tam,BFT788642,4,1,,243.56,359,91.51,2,1,0.37,,8770,75000000,-1918368.979,73248720,22/11/24,21/11/81,c5c3786fde21bf01b8f1e52d8cad17cb
Vu Van Chi,BFT429868,2,1,0,210.08,537,106.38,2,2,0.63,0.33,8325,80000000,1126849.266,81153495,24/11/24,3/9/85,70c09bb446ea2126c27646d418227ff0
Duong Thi Thao,BFT299183,2,2,0,30.22,362,56.48,2,1,0.37,0.16,8875,75000000,-3777803.1,71513130,9/4/25,23/12/97,dabd8597feff2e5368e68d4916486fe2
Pham Thi Ngoc,BFT497203,5,3,1,14.44,688,86.21,1,1,0.56,0.29,15755,65000000,2527972,67553507,11/10/24,22/3/85,752eb968d96b96eabc48b2941aeb066b
Vu Van Ky,BFT537302,3,2,0,73.4,520,106.71,1,0,0.45,0.23,12055,65000000,-1113648.305,63914468,28/11/24,17/9/98,4df32f0ca040f5a1afd40ea9883ebb9a
Truong Thi My,BFT939901,3,2,2,112.41,824,84.44,2,2,0.66,0.36,5678,87000000,6559452.322,93626619,2/5/25,21/9/84,d5d953d3e72b85fd6ae55ac87d102314
Truong Thi Hoa,BFT852037,2,2,1,135.16,297,62.67,0,0,0.6,0.13,7732,80000000,-4245869,75572608,29/8/24,6/8/91,cd52df8c0acd468555637698398ede77
Vu Thi Tu,BFT585104,4,2,0,32.22,655,73.37,1,1,0.54,0.28,9891,80000000,-1045311.188,78868072,17/12/24,26/12/84,2dfe363c40fb9a9a5df2c0c5e6cb3263
Do Thi Loan,BFT790049,1,1,1,39.27,683,59.53,1,1,0.56,0.29,8873,80000000,-1332142.808,78500152,12/4/25,11/2/88,aa8599a00c3881b2736073b2cd26ec6e
Bui Thi An,BFT219588,4,2,1,186.7,465,69.73,0,1,0.42,0.2,14256,250000000,-4930400,244778225,4/12/24,5/7/84,d2fbe421c5f0b56951ba30d4bcbdb563
Nguyen Van Vinh,BFT144218,2,0,1,135.51,543,77.98,1,1,0.47,0.24,3186,50000000,-1722671.996,48421060,24/1/25,10/4/80,b1a22fabf453eed0f35ad62e06ae8450
Ngo Van Tu,BFT515224,3,1,1,77,604,40.7,1,1,0.51,0.26,9696,50000000,-1456513,48615745,8/4/25,21/2/83,1209b793fe48bf9ac77fc595df2e27ef
Ngo Van Toan,BFT630989,3,2,0,210.43,379,122.63,0,1,0.47,0.17,10203,87000000,-2410221.555,84667678,16/1/25,16/9/86,127f33a371b6757edceec0886137e3b9
Hoang Thi Kieu,BFT418276,4,2,1,125.45,471,99.61,0,0,0.42,0.2,8080,80000000,-1300524.359,78571000,24/3/25,23/2/88,1f26d4a2ab564c68719710e0237784d1
Le Thi Anh,BFT379941,1,3,1,150.54,585,95.7,1,1,0.5,0.25,7340,45000000,684796.3467,45650619,25/12/24,26/11/00,3ac92f855da956333db14fb73f2552c8
Do Van Binh,BFT457578,3,3,2,175.51,546,77.61,,2,0.47,0.24,4316,250000000,9787464.191,259146308,10/4/25,12/11/88,948d555394a3e506b2064e290d93619b
Dinh Van Vu,BFT630415,5,1,2,187.9,712,50.05,0,2,0.58,0.3,13192,80000000,1287629,81340442,31/12/24,12/7/83,8ab76299d563d9647a72d61f0b6ff3a4
Pham Thi Anh,BFT571032,3,3,1,220.07,714,117.13,0,1,0.58,0.3,4112,45000000,1346804.966,46364656,8/8/24,14/4/91,834bb204f4c14397af8775515da8f5ee
Pham Thi Quy,BFT952473,9,4,2,246.29,353,104.24,2,1,0.36,0.16,8105,80000000,6203707,86522665,22/3/25,16/1/90,99cb00b6b730d1b6615ad00aef1f4d06
Tran Thi Khue,BFT239106,2,2,1,145.88,678,68.85,1,1,0.56,0.29,6892,100000000,216636.693,100216177,17/6/24,18/1/85,29176b25a3b10306ee808f41647def91
Hoang Van Nam,BFT209305,2,0,0,73.63,450,72.78,0,3,0.41,0.19,8621,56000000,-3953088.326,52129918,9/11/24,23/2/83,d9257c345e3c9fe894d735d3cebf4019
Dang Van Nho,BFT567427,2,1,1,206.06,337,97.54,0,1,0.36,0.15,8169,92000000,-3966466,88189388,7/3/25,16/6/84,46dc23115c8ed736a07d33ab4f4065c8
Truong Van Khang,BFT334538,3,1,0,53.03,515,65.46,1,1,0.45,0.22,11458,65000000,-3127784,61996558,4/10/24,21/8/82,6be726b9915cfaaf3fa05cc48616d8a4
Nguyen Van Uyen,BFT612348,1,2,0,135.37,1165,95.38,4,4,0.49,0.61,12018,65000000,7354480.248,72342309,3/10/24,1/5/87,0061955258ea23de904c475e515e606b
Vu Van Hoi,BFT756413,2,2,2,14.13,510,110.66,1,2,0.45,0.22,7447,80000000,2669011,82768684,27/6/24,28/12/85,e436b52464cf430d20883ac7cb8091bf
Tran Thi Uyen,BFT978901,1,0,3,390,1080,89.73,0,0,0.49,0.5,19822,45000000,3315018.659,48034269,26/11/24,25/3/84,248b081a3b242bfe3a10e1659580e438
Do Van Son,BFT101962,7,2,0,25.18,697,88.05,2,1,0.57,0.29,7632,87000000,2127263.177,89112159,21/8/24,10/6/83,0375bad50d94f9939ac5d90db7e7fd90
Dinh Van The,BFT444593,9,2,1,157.2,365,83.88,2,2,0.37,0.16,10459,80000000,2817834.855,82588622,25/9/24,14/3/91,1de976964f5f366e48b4236ed5430a92
Vu Thi Dao,BFT194810,2,1,1,45.85,396,62.57,0,0,0.38,0.17,9871,75000000,-5475500.854,70078170,20/7/24,15/9/84,aed80d6c31afcf448f9d90bf586028a0
Do Van Uyen,BFT908689,3,2,2,55.07,655,81.59,1,1,0.54,0.28,11183,80000000,2606238.394,82841577,23/7/24,5/7/82,dc5c0828d20be0e2c6c336ce2675a27c
Duong Thi Ly,BFT517442,4,5,1,300,641,98.14,1,2,0.53,0.27,9991,250000000,17231344.04,266984473,21/9/24,31/10/95,021f4604cb7fdcf3c4bdc41ebafc6179
Nguyen Thi Lam,BFT420950,2,2,1,117.26,594,75.49,1,0,0.5,0.25,7891,100000000,-983253,98976950,22/7/24,26/12/84,e1d594e29092822eed1d787213210e5d
Le Van Da,BFT766627,3,1,2,122.32,503,51.76,1,0,0.45,0.22,8656,45000000,-649315.0752,44345313,24/12/24,10/12/85,5f1d4ac864d28b8a85462169164cc397
Pham Thi Hoang,BFT189924,2,2,2,163.14,671,81.19,1,0,0.55,0.29,9088,65000000,1929456.591,66814888,2/10/24,31/1/02,0d2fb22d774ad568cc483ded4b205dc4
Ngo Thi Hoai,BFT193808,2,3,0,136.05,632,87.64,1,0,0.52,0.27,6022,45000000,-556146,44403854,29/6/24,18/5/86,e3c3a6192204aff4a30c4b59214f20a5
Bui Thi Giao,BFT600749,2,3,1,298.64,505,95.74,1,1,0.45,0.22,11625,80000000,1369061.009,81486052,28/3/25,5/3/99,631e674b3bed4d499c370ea6d05cabf5
Tran Van Hao,BFT410501,4,2,0,184.19,552,113.21,1,1,0.48,0.24,9651,50000000,93287.445,50102717,4/9/24,19/9/81,3cc2a6a9fd4e8845cb521d2769905f79
Nguyen Thi Duc,BFT456729,2,2,1,130.4,258,150.6,0,2,0.35,0.11,7141,250000000,-1277575,248722425,1/3/25,25/6/90,c597fa9b54eedfa1654af05869883deb
Duong Thi Phuc,BFT859710,3,5,0,47.85,693,88.66,2,0,0.56,0.29,9706,80000000,2779389,82876321,25/4/25,26/8/01,8540f1beb40c6dbe68c133045b9ad37c
Nguyen Van Truong,BFT741586,3,3,1,272.58,383,88.27,0,0,0.47,0.17,7238,50000000,-859807.183,49032885,27/11/24,14/1/82,81005e4658571d997105ec3b0dc82959
Nguyen Thi Hien,BFT920246,1,4,2,23.06,509,70.14,1,0,0.45,0.22,3234,65000000,858309.4426,65784168,24/8/24,6/10/98,3e019b179e94a99857c761fb8aca1baa
Duong Thi Vy,BFT810640,1,0,1,81.49,712,92.24,0,2,0.58,0.3,7438,75000000,-1333854.395,73651778,2/2/25,23/2/99,de0c2dcf3f5d1971a22b1052b8c1ac54
Nguyen Van Diem,BFT466369,2,1,2,240.19,664,79.91,1,0,0.55,0.28,13781,100000000,2120439.959,102197233,15/12/24,19/6/92,2b71c2266f72a0260901007f5a87918b
Nguyen Van An,BFT132202,2,2,1,172.14,599,67.47,1,0,0.5,0.26,7067,65000000,-802380,64168949,16/11/24,19/3/89,0a60ad7aca08816b1e7a576e7b93664c
Dinh Van Phu,BFT551933,2,3,1,39.11,576,108.03,1,1,0.49,0.25,9731,87000000,2085132.162,89047967,16/5/25,31/8/94,2160349775c244c1ccfbfc36166e6798
Bui Thi Giao,BFT230857,3,1,1,167.45,668,112.64,1,2,0.55,0.28,10266,50000000,1445719,51445719,15/9/24,24/10/87,0a14cb6988954a691b059bb697a5d102
Duong Thi Hoang,BFT729559,1,2,1,50.51,466,92.14,0,0,0.42,0.2,8543,250000000,-9137236.355,240991250,17/4/25,8/3/85,0937f0d8659f30f4c8995ec2903c4716
Tran Thi Kim,BFT213611,2,0,1,24.98,495,113.35,1,2,0.44,0.21,9720,45000000,-364383.4374,44631612,12/10/24,1/8/86,8add7778fe988b52ab3926a59681e9af
Nguyen Van My,BFT964141,3,1,0,98.51,687,85.88,1,0,0.56,0.29,14057,92000000,-1742810.376,90213636,12/9/24,16/5/87,740edac09e6b6bb663bc77adce4b16fd
Dang Van Kha,BFT416334,5,2,1,118.52,493,87.87,1,0,0.44,0.21,15333,250000000,1314209.815,251289830,3/9/24,29/11/89,4681f44f9485842cf351f03a7e97f9de
Truong Van Thai,BFT838891,4,2,1,221.45,618,77.61,1,2,0.52,0.27,5235,65000000,1012586.643,66064536,19/4/25,13/1/86,1a12755304a72eab904b7f8c566d1aea
Vu Van Tho,BFT529554,3,2,1,222.25,604,95.49,1,2,0.51,0.26,9474,50000000,1243736.94,51226349,19/10/24,15/11/87,f53cade2cfb443422b40dcf697b0e291
Vu Van Minh,BFT162938,2,2,0,155.49,600,84.39,1,1,0.51,0.26,14087,65000000,-935514.0795,64101245,1/9/24,30/8/96,a59f31bef8235884bcf9e215f7586261
Duong Thi Mai,BFT390069,2,1,0,131.2,559,68.56,1,1,0.48,0.24,7496,65000000,-3038987.445,62081825,27/10/24,13/4/84,ff8b5757edb11c8d760ba8dd6eb2b08a
Vu Van Mai,BFT933746,1,2,1,129.52,811,44.83,2,0,0.65,0.36,5031,87000000,710230.0158,87693703,8/11/24,2/5/89,a2ca0f5c43a9b6fed715d48ff89df4fb
Dinh Van Son,BFT231173,2,2,2,180.99,530,84.07,2,1,0.62,0.32,8903,92000000,4717299.296,96700734,13/11/24,29/3/84,7e6b758019f4b783e0be002f9995787a
Do Thi Lien,BFT943860,1,2,0,0,754,93.19,2,1,0.61,0.32,10238,92000000,1103743,93076088,12/12/24,22/4/82,4840d378990fb5e2696951d6a3722d64
Ngo Van Quang,BFT263943,3,2,1,151.74,766,81.8,2,3,0.62,0.32,13948,87000000,5121577,92121577,18/3/25,28/4/93,db28f4561ede808efc0484130abe5372
Ngo Van Ty,BFT205651,1,1,0,32.27,786,69.85,1,1,0.38,0.24,12336,45000000,-1792553.782,43256102,14/5/25,5/11/87,87b931162d9491f45ab640b6af7c2f4e
Ngo Van Tai,BFT243280,3,1,1,14.79,698,103.07,2,1,0.57,0.29,4338,100000000,2711562.861,102651088,18/10/24,24/6/86,864704d83147bad2aa2dbb049e3e4eb6
Duong Thi Kha,BFT144886,2,2,0,137.73,676,75.35,1,1,0.56,0.29,10855,80000000,-1161096.606,78845400,8/12/24,17/11/01,4fa06d9d8e1536eb65912d31553a8ae4
Hoang Thi Mai,BFT907543,2,1,2,138.14,403,87.18,0,2,0.39,0.18,12021,80000000,-672707,79306416,14/3/25,6/9/87,252ad08ca671a3e9a16302a2cb331965
Le Van Do,BFT710332,1,2,1,85.16,729,96.54,2,1,0.32,0.31,11298,75000000,2085619.677,77170034,29/10/24,4/12/98,3aab6777df05158739f53f5972bc5b84
Ngo Van Sang,BFT338434,3,3,1,112.56,477,100.48,0,2,0.43,0.21,13432,80000000,754275.192,80685084,9/12/24,10/12/83,c7cc34c3e75849661f2ddf47023f7b54
Le Van Kien,BFT730631,1,2,2,35.89,678,65.54,1,1,0.56,0.29,9405,92000000,1785923.365,93745109,2/3/25,12/3/81,4a46998a70d14cb4b1f47d08ca991b27
Dinh Van Phat,BFT399934,0,2,1,166.42,490,86.42,0,1,0.43,0.21,12630,75000000,-2228615.941,72970973,23/6/24,19/8/84,ba10aba78fb2992d8baa3ebd6147faa7
Nguyen Van Huy,BFT334124,3,1,1,194.31,413,97.31,0,2,0.39,0.18,8414,50000000,-1242317.295,48813480,19/8/24,22/11/85,80d0e36c99637813a1c962622462209b
Do Van Linh,BFT355552,2,3,0,300,617,76.08,1,0,0.52,0.27,12442,75000000,-745218.397,74267685,21/2/25,10/2/90,1c67d8b67684dff63db7eb5e5fc26feb
Truong Van Tho,BFT957412,4,2,0,259.13,572,115.17,1,0,0.49,0.25,4745,50000000,-178470.7616,49819830,15/2/25,15/8/85,be31d28369bb8af4f97fa81c7c210792
Dang Van Thao,BFT171377,3,2,1,48.11,649,124.48,1,0,0.54,0.28,13549,56000000,1835192,57746471,7/1/25,7/4/89,7d50982a458cb3c2b4eb6f7f3bc83489
Ngo Van Vien,BFT927131,2,3,0,65.82,656,70.44,1,2,0.54,0.28,11209,80000000,-364435.936,79658640,10/11/24,22/6/80,fa0f42b2dddfaaa5e2ec4ab74faef83c
Nguyen Thi Thu,BFT936373,1,3,0,4.3,461,87.76,0,2,0.42,0.2,17265,100000000,-3219374.609,96821960,9/8/24,9/8/83,88e320b3ef13923a0a46e281a2c6294b
